Document # 	 Predicted Label 	 Actual Label
	1		 | 		pos		 | 		pos
	12043		 | 		pos		 | 		pos
	12044		 | 		pos		 | 		pos
	12045		 | 		pos		 | 		pos
	12046		 | 		neg		 | 		pos
	12047		 | 		pos		 | 		pos
	12048		 | 		pos		 | 		pos
	12049		 | 		neg		 | 		pos
	12050		 | 		pos		 | 		pos
	12051		 | 		pos		 | 		pos
	12052		 | 		pos		 | 		pos
	12053		 | 		pos		 | 		pos
	12054		 | 		pos		 | 		pos
	12055		 | 		neg		 | 		pos
	12056		 | 		pos		 | 		pos
	12057		 | 		neg		 | 		pos
	12058		 | 		pos		 | 		pos
	12059		 | 		neg		 | 		pos
	12060		 | 		pos		 | 		pos
	12061		 | 		neg		 | 		pos
	12062		 | 		neg		 | 		pos
	12063		 | 		neg		 | 		pos
	12064		 | 		pos		 | 		pos
	12065		 | 		pos		 | 		pos
	12066		 | 		neg		 | 		pos
	12067		 | 		pos		 | 		pos
	12068		 | 		neg		 | 		pos
	12069		 | 		pos		 | 		pos
	12070		 | 		neg		 | 		pos
	12071		 | 		pos		 | 		pos
	12072		 | 		pos		 | 		pos
	12073		 | 		pos		 | 		pos
	12074		 | 		pos		 | 		pos
	12075		 | 		pos		 | 		pos
	12076		 | 		pos		 | 		pos
	12077		 | 		neg		 | 		pos
	12078		 | 		pos		 | 		pos
	12079		 | 		neg		 | 		pos
	12080		 | 		pos		 | 		pos
	12081		 | 		neg		 | 		pos
	12082		 | 		neg		 | 		pos
	12083		 | 		pos		 | 		pos
	12084		 | 		pos		 | 		pos
	12085		 | 		pos		 | 		pos
	12086		 | 		pos		 | 		pos
	12087		 | 		pos		 | 		pos
	12088		 | 		pos		 | 		pos
	12089		 | 		pos		 | 		pos
	12090		 | 		neg		 | 		pos
	12091		 | 		pos		 | 		pos
	12092		 | 		pos		 | 		pos
	12093		 | 		pos		 | 		pos
	12094		 | 		pos		 | 		pos
	12095		 | 		pos		 | 		pos
	12096		 | 		pos		 | 		pos
	12097		 | 		pos		 | 		pos
	12098		 | 		pos		 | 		pos
	12099		 | 		pos		 | 		pos
	12100		 | 		neg		 | 		pos
	12101		 | 		neg		 | 		pos
	12102		 | 		pos		 | 		pos
	12103		 | 		pos		 | 		pos
	12104		 | 		pos		 | 		pos
	12105		 | 		pos		 | 		pos
	12106		 | 		pos		 | 		pos
	12107		 | 		neg		 | 		pos
	12108		 | 		pos		 | 		pos
	12109		 | 		pos		 | 		pos
	12110		 | 		pos		 | 		pos
	12111		 | 		pos		 | 		pos
	12112		 | 		pos		 | 		pos
	12113		 | 		pos		 | 		pos
	12114		 | 		neg		 | 		pos
	12115		 | 		pos		 | 		pos
	12116		 | 		pos		 | 		pos
	12117		 | 		pos		 | 		pos
	12118		 | 		pos		 | 		pos
	12119		 | 		pos		 | 		pos
	12120		 | 		neg		 | 		pos
	12121		 | 		pos		 | 		pos
	12122		 | 		pos		 | 		pos
	12123		 | 		neg		 | 		pos
	12124		 | 		pos		 | 		pos
	12125		 | 		neg		 | 		pos
	12126		 | 		pos		 | 		pos
	12127		 | 		pos		 | 		pos
	12128		 | 		neg		 | 		pos
	12129		 | 		pos		 | 		pos
	12130		 | 		pos		 | 		pos
	12131		 | 		pos		 | 		pos
	12132		 | 		pos		 | 		pos
	12133		 | 		pos		 | 		pos
	12134		 | 		pos		 | 		pos
	12135		 | 		pos		 | 		pos
	12136		 | 		pos		 | 		pos
	12137		 | 		pos		 | 		pos
	12138		 | 		pos		 | 		pos
	12139		 | 		pos		 | 		pos
	12140		 | 		pos		 | 		pos
	12141		 | 		pos		 | 		pos
	12142		 | 		pos		 | 		pos
	12143		 | 		pos		 | 		pos
	12144		 | 		pos		 | 		pos
	12145		 | 		neg		 | 		pos
	12146		 | 		pos		 | 		pos
	12147		 | 		pos		 | 		pos
	12148		 | 		neg		 | 		pos
	12149		 | 		neg		 | 		pos
	12150		 | 		pos		 | 		pos
	12151		 | 		pos		 | 		pos
	12152		 | 		neg		 | 		pos
	12153		 | 		pos		 | 		pos
	12154		 | 		neg		 | 		pos
	12155		 | 		pos		 | 		pos
	12156		 | 		pos		 | 		pos
	12157		 | 		neg		 | 		pos
	12158		 | 		pos		 | 		pos
	12159		 | 		pos		 | 		pos
	12160		 | 		neg		 | 		pos
	12161		 | 		neg		 | 		pos
	12162		 | 		pos		 | 		pos
	12163		 | 		neg		 | 		pos
	12164		 | 		pos		 | 		pos
	12165		 | 		neg		 | 		pos
	12166		 | 		neg		 | 		pos
	12167		 | 		pos		 | 		pos
	12168		 | 		neg		 | 		pos
	12169		 | 		neg		 | 		pos
	12170		 | 		pos		 | 		pos
	12171		 | 		neg		 | 		pos
	12172		 | 		pos		 | 		pos
	12173		 | 		pos		 | 		pos
	12174		 | 		pos		 | 		pos
	12175		 | 		pos		 | 		pos
	12176		 | 		neg		 | 		pos
	12177		 | 		neg		 | 		pos
	12178		 | 		neg		 | 		pos
	12179		 | 		pos		 | 		pos
	12180		 | 		pos		 | 		pos
	12181		 | 		pos		 | 		pos
	12182		 | 		pos		 | 		pos
	12183		 | 		pos		 | 		pos
	12184		 | 		pos		 | 		pos
	12185		 | 		neg		 | 		pos
	12186		 | 		neg		 | 		pos
	12187		 | 		neg		 | 		pos
	12188		 | 		pos		 | 		pos
	12189		 | 		pos		 | 		pos
	12190		 | 		pos		 | 		pos
	12191		 | 		pos		 | 		pos
	12192		 | 		neg		 | 		pos
	12193		 | 		pos		 | 		pos
	12194		 | 		pos		 | 		pos
	12195		 | 		neg		 | 		pos
	12196		 | 		pos		 | 		pos
	12197		 | 		neg		 | 		pos
	12198		 | 		pos		 | 		pos
	12199		 | 		neg		 | 		pos
	12200		 | 		pos		 | 		pos
	12201		 | 		pos		 | 		pos
	12202		 | 		pos		 | 		pos
	12203		 | 		pos		 | 		pos
	12204		 | 		pos		 | 		pos
	12205		 | 		pos		 | 		pos
	12206		 | 		pos		 | 		pos
	12207		 | 		pos		 | 		pos
	12208		 | 		pos		 | 		pos
	12209		 | 		neg		 | 		pos
	12210		 | 		pos		 | 		pos
	12211		 | 		neg		 | 		pos
	12212		 | 		pos		 | 		pos
	12213		 | 		neg		 | 		pos
	12214		 | 		pos		 | 		pos
	12215		 | 		pos		 | 		pos
	12216		 | 		pos		 | 		pos
	12217		 | 		pos		 | 		pos
	12218		 | 		pos		 | 		pos
	12219		 | 		pos		 | 		pos
	12220		 | 		pos		 | 		pos
	12221		 | 		neg		 | 		pos
	12222		 | 		pos		 | 		pos
	12223		 | 		pos		 | 		pos
	12224		 | 		pos		 | 		pos
	12225		 | 		neg		 | 		pos
	12226		 | 		pos		 | 		pos
	12227		 | 		neg		 | 		pos
	12228		 | 		pos		 | 		pos
	12229		 | 		pos		 | 		pos
	12230		 | 		pos		 | 		pos
	12231		 | 		pos		 | 		pos
	12232		 | 		pos		 | 		pos
	12233		 | 		pos		 | 		pos
	12234		 | 		pos		 | 		pos
	12235		 | 		pos		 | 		pos
	12236		 | 		neg		 | 		pos
	12237		 | 		pos		 | 		pos
	12238		 | 		pos		 | 		pos
	12239		 | 		pos		 | 		pos
	12240		 | 		pos		 | 		pos
	12241		 | 		neg		 | 		pos
	12242		 | 		pos		 | 		pos
	12243		 | 		pos		 | 		pos
	12244		 | 		pos		 | 		pos
	12245		 | 		pos		 | 		pos
	12246		 | 		pos		 | 		pos
	12247		 | 		pos		 | 		pos
	12248		 | 		pos		 | 		pos
	12249		 | 		pos		 | 		pos
	12250		 | 		pos		 | 		pos
	12251		 | 		pos		 | 		pos
	12252		 | 		pos		 | 		pos
	12253		 | 		neg		 | 		pos
	12254		 | 		pos		 | 		pos
	12255		 | 		pos		 | 		pos
	12256		 | 		pos		 | 		pos
	12257		 | 		pos		 | 		pos
	12258		 | 		neg		 | 		pos
	12259		 | 		pos		 | 		pos
	12260		 | 		neg		 | 		pos
	12261		 | 		pos		 | 		pos
	12262		 | 		pos		 | 		pos
	12263		 | 		pos		 | 		pos
	12264		 | 		pos		 | 		pos
	12265		 | 		pos		 | 		pos
	12266		 | 		pos		 | 		pos
	12267		 | 		pos		 | 		pos
	12268		 | 		neg		 | 		pos
	12269		 | 		neg		 | 		pos
	12270		 | 		pos		 | 		pos
	12271		 | 		neg		 | 		pos
	12272		 | 		pos		 | 		pos
	12273		 | 		pos		 | 		pos
	12274		 | 		neg		 | 		pos
	12275		 | 		neg		 | 		pos
	12276		 | 		pos		 | 		pos
	12277		 | 		pos		 | 		pos
	12278		 | 		neg		 | 		pos
	12279		 | 		pos		 | 		pos
	12280		 | 		neg		 | 		pos
	12281		 | 		neg		 | 		pos
	12282		 | 		pos		 | 		pos
	12283		 | 		pos		 | 		pos
	12284		 | 		pos		 | 		pos
	12285		 | 		pos		 | 		pos
	12286		 | 		pos		 | 		pos
	12287		 | 		pos		 | 		pos
	12288		 | 		neg		 | 		pos
	12289		 | 		pos		 | 		pos
	12290		 | 		pos		 | 		pos
	12291		 | 		neg		 | 		pos
	12292		 | 		neg		 | 		pos
	12293		 | 		neg		 | 		pos
	12294		 | 		pos		 | 		pos
	12295		 | 		pos		 | 		pos
	12296		 | 		pos		 | 		pos
	12297		 | 		neg		 | 		pos
	12298		 | 		pos		 | 		pos
	12299		 | 		neg		 | 		pos
	12300		 | 		pos		 | 		pos
	12301		 | 		pos		 | 		pos
	12302		 | 		pos		 | 		pos
	12303		 | 		pos		 | 		pos
	12304		 | 		pos		 | 		pos
	12305		 | 		pos		 | 		pos
	12306		 | 		neg		 | 		pos
	12307		 | 		pos		 | 		pos
	12308		 | 		pos		 | 		pos
	12309		 | 		pos		 | 		pos
	12310		 | 		pos		 | 		pos
	12311		 | 		pos		 | 		pos
	12312		 | 		pos		 | 		pos
	12313		 | 		neg		 | 		pos
	12314		 | 		pos		 | 		pos
	12315		 | 		pos		 | 		pos
	12316		 | 		pos		 | 		pos
	12317		 | 		pos		 | 		pos
	12318		 | 		neg		 | 		pos
	12319		 | 		pos		 | 		pos
	12320		 | 		pos		 | 		pos
	12321		 | 		pos		 | 		pos
	12322		 | 		neg		 | 		pos
	12323		 | 		neg		 | 		pos
	12324		 | 		pos		 | 		pos
	12325		 | 		neg		 | 		pos
	12326		 | 		pos		 | 		pos
	12327		 | 		pos		 | 		pos
	12328		 | 		pos		 | 		pos
	12329		 | 		pos		 | 		pos
	12330		 | 		pos		 | 		pos
	12331		 | 		pos		 | 		pos
	12332		 | 		pos		 | 		pos
	12333		 | 		pos		 | 		pos
	12334		 | 		pos		 | 		pos
	12335		 | 		pos		 | 		pos
	12336		 | 		neg		 | 		pos
	12337		 | 		pos		 | 		pos
	12338		 | 		pos		 | 		pos
	12339		 | 		pos		 | 		pos
	12340		 | 		pos		 | 		pos
	12341		 | 		pos		 | 		pos
	12342		 | 		pos		 | 		pos
	12343		 | 		pos		 | 		pos
	12344		 | 		pos		 | 		pos
	12345		 | 		neg		 | 		pos
	12346		 | 		pos		 | 		pos
	12347		 | 		pos		 | 		pos
	12348		 | 		pos		 | 		pos
	12349		 | 		pos		 | 		pos
	12350		 | 		pos		 | 		pos
	12351		 | 		pos		 | 		pos
	12352		 | 		pos		 | 		pos
	12353		 | 		pos		 | 		pos
	12354		 | 		pos		 | 		pos
	12355		 | 		pos		 | 		pos
	12356		 | 		neg		 | 		pos
	12357		 | 		pos		 | 		pos
	12358		 | 		neg		 | 		pos
	12359		 | 		pos		 | 		pos
	12360		 | 		pos		 | 		pos
	12361		 | 		pos		 | 		pos
	12362		 | 		pos		 | 		pos
	12363		 | 		neg		 | 		pos
	12364		 | 		pos		 | 		pos
	12365		 | 		pos		 | 		pos
	12366		 | 		pos		 | 		pos
	12367		 | 		pos		 | 		pos
	12368		 | 		pos		 | 		pos
	12369		 | 		neg		 | 		pos
	12370		 | 		pos		 | 		pos
	12371		 | 		pos		 | 		pos
	12372		 | 		neg		 | 		pos
	12373		 | 		pos		 | 		pos
	12374		 | 		pos		 | 		pos
	12375		 | 		pos		 | 		pos
	12376		 | 		pos		 | 		pos
	12377		 | 		pos		 | 		pos
	12378		 | 		pos		 | 		pos
	12379		 | 		pos		 | 		pos
	12380		 | 		pos		 | 		pos
	12381		 | 		pos		 | 		pos
	12382		 | 		pos		 | 		pos
	12383		 | 		neg		 | 		pos
	12384		 | 		pos		 | 		pos
	12385		 | 		pos		 | 		pos
	12386		 | 		pos		 | 		pos
	12387		 | 		pos		 | 		pos
	12388		 | 		pos		 | 		pos
	12389		 | 		pos		 | 		pos
	12390		 | 		neg		 | 		pos
	12391		 | 		pos		 | 		pos
	12392		 | 		pos		 | 		pos
	12393		 | 		pos		 | 		pos
	12394		 | 		pos		 | 		pos
	12395		 | 		neg		 | 		pos
	12396		 | 		pos		 | 		pos
	12397		 | 		neg		 | 		pos
	12398		 | 		pos		 | 		pos
	12399		 | 		pos		 | 		pos
	12400		 | 		pos		 | 		pos
	12401		 | 		neg		 | 		pos
	12402		 | 		pos		 | 		pos
	12403		 | 		pos		 | 		pos
	12404		 | 		pos		 | 		pos
	12405		 | 		pos		 | 		pos
	12406		 | 		neg		 | 		pos
	12407		 | 		pos		 | 		pos
	12408		 | 		neg		 | 		pos
	12409		 | 		pos		 | 		pos
	12410		 | 		pos		 | 		pos
	12411		 | 		pos		 | 		pos
	12412		 | 		pos		 | 		pos
	12413		 | 		pos		 | 		pos
	12414		 | 		neg		 | 		pos
	12415		 | 		neg		 | 		pos
	12416		 | 		pos		 | 		pos
	12417		 | 		pos		 | 		pos
	12418		 | 		pos		 | 		pos
	12419		 | 		pos		 | 		pos
	12420		 | 		pos		 | 		pos
	12421		 | 		pos		 | 		pos
	12422		 | 		neg		 | 		pos
	12423		 | 		pos		 | 		pos
	12424		 | 		pos		 | 		pos
	12425		 | 		pos		 | 		pos
	12426		 | 		pos		 | 		pos
	12427		 | 		pos		 | 		pos
	12428		 | 		pos		 | 		pos
	12429		 | 		neg		 | 		pos
	12430		 | 		pos		 | 		pos
	12431		 | 		pos		 | 		pos
	12432		 | 		pos		 | 		pos
	12433		 | 		neg		 | 		pos
	12434		 | 		pos		 | 		pos
	12435		 | 		neg		 | 		pos
	12436		 | 		pos		 | 		pos
	12437		 | 		pos		 | 		pos
	12438		 | 		pos		 | 		pos
	12439		 | 		pos		 | 		pos
	12440		 | 		pos		 | 		pos
	12441		 | 		neg		 | 		pos
	12442		 | 		pos		 | 		pos
	12443		 | 		pos		 | 		pos
	12444		 | 		pos		 | 		pos
	12445		 | 		neg		 | 		pos
	12446		 | 		pos		 | 		pos
	12447		 | 		pos		 | 		pos
	12448		 | 		neg		 | 		pos
	12449		 | 		neg		 | 		pos
	12450		 | 		pos		 | 		pos
	12451		 | 		pos		 | 		pos
	12452		 | 		pos		 | 		pos
	12453		 | 		pos		 | 		pos
	12454		 | 		neg		 | 		pos
	12455		 | 		pos		 | 		pos
	12456		 | 		pos		 | 		pos
	12457		 | 		neg		 | 		pos
	12458		 | 		neg		 | 		pos
	12459		 | 		pos		 | 		pos
	12460		 | 		neg		 | 		pos
	12461		 | 		pos		 | 		pos
	12462		 | 		neg		 | 		pos
	12463		 | 		neg		 | 		pos
	12464		 | 		pos		 | 		pos
	12465		 | 		neg		 | 		pos
	12466		 | 		pos		 | 		pos
	12467		 | 		neg		 | 		pos
	12468		 | 		pos		 | 		pos
	12469		 | 		pos		 | 		pos
	12470		 | 		pos		 | 		pos
	12471		 | 		pos		 | 		pos
	12472		 | 		pos		 | 		pos
	12473		 | 		pos		 | 		pos
	12474		 | 		pos		 | 		pos
	12475		 | 		pos		 | 		pos
	12476		 | 		pos		 | 		pos
	12477		 | 		pos		 | 		pos
	12478		 | 		neg		 | 		pos
	12479		 | 		pos		 | 		pos
	12480		 | 		neg		 | 		pos
	12481		 | 		pos		 | 		pos
	12482		 | 		pos		 | 		pos
	12483		 | 		pos		 | 		pos
	12484		 | 		pos		 | 		pos
	12485		 | 		neg		 | 		pos
	12486		 | 		pos		 | 		pos
	12487		 | 		pos		 | 		pos
	12488		 | 		pos		 | 		pos
	12489		 | 		pos		 | 		pos
	12490		 | 		pos		 | 		pos
	12491		 | 		pos		 | 		pos
	12492		 | 		neg		 | 		pos
	12493		 | 		pos		 | 		pos
	12494		 | 		pos		 | 		pos
	12495		 | 		pos		 | 		pos
	12496		 | 		pos		 | 		pos
	12497		 | 		pos		 | 		pos
	12498		 | 		pos		 | 		pos
	12499		 | 		neg		 | 		pos
	12500		 | 		pos		 | 		pos
	12501		 | 		neg		 | 		neg
	12502		 | 		neg		 | 		neg
	12503		 | 		neg		 | 		neg
	12504		 | 		neg		 | 		neg
	12505		 | 		neg		 | 		neg
	12506		 | 		pos		 | 		neg
	12507		 | 		neg		 | 		neg
	12508		 | 		neg		 | 		neg
	12509		 | 		neg		 | 		neg
	12510		 | 		neg		 | 		neg
	12511		 | 		neg		 | 		neg
	12512		 | 		neg		 | 		neg
	12513		 | 		neg		 | 		neg
	12514		 | 		neg		 | 		neg
	12515		 | 		neg		 | 		neg
	12516		 | 		neg		 | 		neg
	12517		 | 		neg		 | 		neg
	12518		 | 		neg		 | 		neg
	12519		 | 		neg		 | 		neg
	12520		 | 		neg		 | 		neg
	12521		 | 		neg		 | 		neg
	12522		 | 		neg		 | 		neg
	12523		 | 		neg		 | 		neg
	12524		 | 		neg		 | 		neg
	12525		 | 		pos		 | 		neg
	12526		 | 		pos		 | 		neg
	12527		 | 		neg		 | 		neg
	12528		 | 		neg		 | 		neg
	12529		 | 		pos		 | 		neg
	12530		 | 		neg		 | 		neg
	12531		 | 		neg		 | 		neg
	12532		 | 		neg		 | 		neg
	12533		 | 		neg		 | 		neg
	12534		 | 		neg		 | 		neg
	12535		 | 		neg		 | 		neg
	12536		 | 		neg		 | 		neg
	12537		 | 		neg		 | 		neg
	12538		 | 		neg		 | 		neg
	12539		 | 		neg		 | 		neg
	12540		 | 		neg		 | 		neg
	12541		 | 		neg		 | 		neg
	12542		 | 		neg		 | 		neg
	12543		 | 		neg		 | 		neg
	12544		 | 		neg		 | 		neg
	12545		 | 		neg		 | 		neg
	12546		 | 		neg		 | 		neg
	12547		 | 		neg		 | 		neg
	12548		 | 		neg		 | 		neg
	12549		 | 		neg		 | 		neg
	12550		 | 		neg		 | 		neg
	12551		 | 		neg		 | 		neg
	12552		 | 		neg		 | 		neg
	12553		 | 		neg		 | 		neg
	12554		 | 		neg		 | 		neg
	12555		 | 		pos		 | 		neg
	12556		 | 		neg		 | 		neg
	12557		 | 		neg		 | 		neg
	12558		 | 		neg		 | 		neg
	12559		 | 		neg		 | 		neg
	12560		 | 		neg		 | 		neg
	12561		 | 		neg		 | 		neg
	12562		 | 		neg		 | 		neg
	12563		 | 		neg		 | 		neg
	12564		 | 		neg		 | 		neg
	12565		 | 		neg		 | 		neg
	12566		 | 		neg		 | 		neg
	12567		 | 		neg		 | 		neg
	12568		 | 		pos		 | 		neg
	12569		 | 		neg		 | 		neg
	12570		 | 		pos		 | 		neg
	12571		 | 		neg		 | 		neg
	12572		 | 		neg		 | 		neg
	12573		 | 		neg		 | 		neg
	12574		 | 		neg		 | 		neg
	12575		 | 		pos		 | 		neg
	12576		 | 		neg		 | 		neg
	12577		 | 		neg		 | 		neg
	12578		 | 		neg		 | 		neg
	12579		 | 		neg		 | 		neg
	12580		 | 		neg		 | 		neg
	12581		 | 		neg		 | 		neg
	12582		 | 		neg		 | 		neg
	12583		 | 		neg		 | 		neg
	12584		 | 		neg		 | 		neg
	12585		 | 		neg		 | 		neg
	12586		 | 		neg		 | 		neg
	12587		 | 		neg		 | 		neg
	12588		 | 		neg		 | 		neg
	12589		 | 		pos		 | 		neg
	12590		 | 		neg		 | 		neg
	12591		 | 		pos		 | 		neg
	12592		 | 		neg		 | 		neg
	12593		 | 		neg		 | 		neg
	12594		 | 		neg		 | 		neg
	12595		 | 		pos		 | 		neg
	12596		 | 		neg		 | 		neg
	12597		 | 		neg		 | 		neg
	12598		 | 		neg		 | 		neg
	12599		 | 		neg		 | 		neg
	12600		 | 		pos		 | 		neg
	12601		 | 		neg		 | 		neg
	12602		 | 		neg		 | 		neg
	12603		 | 		neg		 | 		neg
	12604		 | 		pos		 | 		neg
	12605		 | 		neg		 | 		neg
	12606		 | 		pos		 | 		neg
	12607		 | 		pos		 | 		neg
	12608		 | 		neg		 | 		neg
	12609		 | 		neg		 | 		neg
	12610		 | 		neg		 | 		neg
	12611		 | 		neg		 | 		neg
	12612		 | 		neg		 | 		neg
	12613		 | 		neg		 | 		neg
	12614		 | 		neg		 | 		neg
	12615		 | 		neg		 | 		neg
	12616		 | 		neg		 | 		neg
	12617		 | 		neg		 | 		neg
	12618		 | 		neg		 | 		neg
	12619		 | 		neg		 | 		neg
	12620		 | 		neg		 | 		neg
	12621		 | 		neg		 | 		neg
	12622		 | 		pos		 | 		neg
	12623		 | 		pos		 | 		neg
	12624		 | 		neg		 | 		neg
	12625		 | 		pos		 | 		neg
	12626		 | 		neg		 | 		neg
	12627		 | 		neg		 | 		neg
	12628		 | 		neg		 | 		neg
	12629		 | 		neg		 | 		neg
	12630		 | 		neg		 | 		neg
	12631		 | 		neg		 | 		neg
	12632		 | 		neg		 | 		neg
	12633		 | 		neg		 | 		neg
	12634		 | 		pos		 | 		neg
	12635		 | 		neg		 | 		neg
	12636		 | 		neg		 | 		neg
	12637		 | 		neg		 | 		neg
	12638		 | 		neg		 | 		neg
	12639		 | 		neg		 | 		neg
	12640		 | 		neg		 | 		neg
	12641		 | 		neg		 | 		neg
	12642		 | 		neg		 | 		neg
	12643		 | 		neg		 | 		neg
	12644		 | 		neg		 | 		neg
	12645		 | 		neg		 | 		neg
	12646		 | 		neg		 | 		neg
	12647		 | 		pos		 | 		neg
	12648		 | 		neg		 | 		neg
	12649		 | 		neg		 | 		neg
	12650		 | 		neg		 | 		neg
	12651		 | 		neg		 | 		neg
	12652		 | 		neg		 | 		neg
	12653		 | 		neg		 | 		neg
	12654		 | 		neg		 | 		neg
	12655		 | 		neg		 | 		neg
	12656		 | 		neg		 | 		neg
	12657		 | 		neg		 | 		neg
	12658		 | 		neg		 | 		neg
	12659		 | 		neg		 | 		neg
	12660		 | 		neg		 | 		neg
	12661		 | 		neg		 | 		neg
	12662		 | 		neg		 | 		neg
	12663		 | 		neg		 | 		neg
	12664		 | 		neg		 | 		neg
	12665		 | 		neg		 | 		neg
	12666		 | 		neg		 | 		neg
	12667		 | 		neg		 | 		neg
	12668		 | 		neg		 | 		neg
	12669		 | 		neg		 | 		neg
	12670		 | 		neg		 | 		neg
	12671		 | 		neg		 | 		neg
	12672		 | 		neg		 | 		neg
	12673		 | 		neg		 | 		neg
	12674		 | 		neg		 | 		neg
	12675		 | 		neg		 | 		neg
	12676		 | 		neg		 | 		neg
	12677		 | 		neg		 | 		neg
	12678		 | 		neg		 | 		neg
	12679		 | 		neg		 | 		neg
	12680		 | 		pos		 | 		neg
	12681		 | 		neg		 | 		neg
	12682		 | 		neg		 | 		neg
	12683		 | 		neg		 | 		neg
	12684		 | 		neg		 | 		neg
	12685		 | 		neg		 | 		neg
	12686		 | 		neg		 | 		neg
	12687		 | 		neg		 | 		neg
	12688		 | 		neg		 | 		neg
	12689		 | 		pos		 | 		neg
	12690		 | 		neg		 | 		neg
	12691		 | 		neg		 | 		neg
	12692		 | 		neg		 | 		neg
	12693		 | 		neg		 | 		neg
	12694		 | 		neg		 | 		neg
	12695		 | 		neg		 | 		neg
	12696		 | 		neg		 | 		neg
	12697		 | 		neg		 | 		neg
	12698		 | 		neg		 | 		neg
	12699		 | 		neg		 | 		neg
	12700		 | 		neg		 | 		neg
	12701		 | 		neg		 | 		neg
	12702		 | 		neg		 | 		neg
	12703		 | 		neg		 | 		neg
	12704		 | 		neg		 | 		neg
	12705		 | 		neg		 | 		neg
	12706		 | 		neg		 | 		neg
	12707		 | 		neg		 | 		neg
	12708		 | 		neg		 | 		neg
	12709		 | 		neg		 | 		neg
	12710		 | 		neg		 | 		neg
	12711		 | 		neg		 | 		neg
	12712		 | 		pos		 | 		neg
	12713		 | 		neg		 | 		neg
	12714		 | 		neg		 | 		neg
	12715		 | 		neg		 | 		neg
	12716		 | 		neg		 | 		neg
	12717		 | 		neg		 | 		neg
	12718		 | 		neg		 | 		neg
	12719		 | 		neg		 | 		neg
	12720		 | 		neg		 | 		neg
	12721		 | 		neg		 | 		neg
	12722		 | 		neg		 | 		neg
	12723		 | 		neg		 | 		neg
	12724		 | 		neg		 | 		neg
	12725		 | 		neg		 | 		neg
	12726		 | 		neg		 | 		neg
	12727		 | 		neg		 | 		neg
	12728		 | 		neg		 | 		neg
	12729		 | 		neg		 | 		neg
	12730		 | 		neg		 | 		neg
	12731		 | 		neg		 | 		neg
	12732		 | 		neg		 | 		neg
	12733		 | 		neg		 | 		neg
	12734		 | 		neg		 | 		neg
	12735		 | 		neg		 | 		neg
	12736		 | 		neg		 | 		neg
	12737		 | 		neg		 | 		neg
	12738		 | 		neg		 | 		neg
	12739		 | 		neg		 | 		neg
	12740		 | 		neg		 | 		neg
	12741		 | 		neg		 | 		neg
	12742		 | 		neg		 | 		neg
	12743		 | 		pos		 | 		neg
	12744		 | 		neg		 | 		neg
	12745		 | 		pos		 | 		neg
	12746		 | 		neg		 | 		neg
	12747		 | 		neg		 | 		neg
	12748		 | 		neg		 | 		neg
	12749		 | 		neg		 | 		neg
	12750		 | 		neg		 | 		neg
	12751		 | 		neg		 | 		neg
	12752		 | 		pos		 | 		neg
	12753		 | 		pos		 | 		neg
	12754		 | 		neg		 | 		neg
	12755		 | 		neg		 | 		neg
	12756		 | 		neg		 | 		neg
	12757		 | 		neg		 | 		neg
	12758		 | 		neg		 | 		neg
	12759		 | 		pos		 | 		neg
	12760		 | 		neg		 | 		neg
	12761		 | 		neg		 | 		neg
	12762		 | 		pos		 | 		neg
	12763		 | 		neg		 | 		neg
	12764		 | 		neg		 | 		neg
	12765		 | 		neg		 | 		neg
	12766		 | 		neg		 | 		neg
	12767		 | 		neg		 | 		neg
	12768		 | 		neg		 | 		neg
	12769		 | 		neg		 | 		neg
	12770		 | 		neg		 | 		neg
	12771		 | 		neg		 | 		neg
	12772		 | 		neg		 | 		neg
	12773		 | 		neg		 | 		neg
	12774		 | 		neg		 | 		neg
	12775		 | 		neg		 | 		neg
	12776		 | 		neg		 | 		neg
	12777		 | 		neg		 | 		neg
	12778		 | 		neg		 | 		neg
	12779		 | 		pos		 | 		neg
	12780		 | 		neg		 | 		neg
	12781		 | 		pos		 | 		neg
	12782		 | 		neg		 | 		neg
	12783		 | 		neg		 | 		neg
	12784		 | 		neg		 | 		neg
	12785		 | 		neg		 | 		neg
	12786		 | 		neg		 | 		neg
	12787		 | 		neg		 | 		neg
	12788		 | 		neg		 | 		neg
	12789		 | 		neg		 | 		neg
	12790		 | 		neg		 | 		neg
	12791		 | 		neg		 | 		neg
	12792		 | 		neg		 | 		neg
	12793		 | 		neg		 | 		neg
	12794		 | 		neg		 | 		neg
	12795		 | 		neg		 | 		neg
	12796		 | 		neg		 | 		neg
	12797		 | 		pos		 | 		neg
	12798		 | 		neg		 | 		neg
	12799		 | 		neg		 | 		neg
	12800		 | 		neg		 | 		neg
	12801		 | 		neg		 | 		neg
	12802		 | 		neg		 | 		neg
	12803		 | 		neg		 | 		neg
	12804		 | 		neg		 | 		neg
	12805		 | 		neg		 | 		neg
	12806		 | 		neg		 | 		neg
	12807		 | 		neg		 | 		neg
	12808		 | 		neg		 | 		neg
	12809		 | 		neg		 | 		neg
	12810		 | 		neg		 | 		neg
	12811		 | 		neg		 | 		neg
	12812		 | 		neg		 | 		neg
	12813		 | 		pos		 | 		neg
	12814		 | 		neg		 | 		neg
	12815		 | 		neg		 | 		neg
	12816		 | 		neg		 | 		neg
	12817		 | 		neg		 | 		neg
